query_id,query_text,total_answers,retrieved_count,missed_count,recall@50,recall@20,hit@1,hit@5,mrr,recall@20_vss_merged
936,Could you find any papers written by Yan Xu focusing on the research of the impact of additives? I'm particularly interested in those which offer an analysis of the effects of these additives.,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0
3345,2017 publications on multiplex networks by Central European University researchers,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0
5883,Search for publications on nanomaterials synthesis by authors affiliated with Khadir Mohideen College.,2,2,0,1.0,1.0,0.0,1.0,0.25,1.0
2999,Show me the research papers written by Bin Shao focusing on thermoelectric properties.,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0
4308,"Can you find papers that explore the impact of variables on horizontal buoyant jets and have referenced or been referenced by the study ""A convective-like energy-stable open boundary condition for simulations of incompressible flows""?",1,1,0,1.0,1.0,1.0,1.0,1.0,1.0
3331,"What are the papers discussed about planet pairs near resonances that also reference the paper ""Eight planets in four multi-planet systems via transit timing variations in 1350 days?",9,9,0,1.0,1.0,0.0,1.0,0.5,0.7777777777777778
1320,"Does the Sainsbury Laboratory have any publications on Supernovae, incorporating recent molecular data in their examination of these cosmic events?",2,0,2,0.0,0.0,0.0,0.0,0.0,0.0
7070,"Show me publications from the co-authors of ""Air quality and thermal comfort levels under extreme hot weather"", specifically those which analyze the comparison between satellite and model estimates of air quality from 2009-2010.",1,1,0,1.0,1.0,0.0,0.0,0.058823529411764705,0.0
5520,"What are the references to other studies examining multi-frequency radio observations of galaxies in the work ""The clustering and bias of radio-selected AGN and star-forming galaxies in the COSMOS field""?",12,5,7,0.4166666666666667,0.4166666666666667,0.0,1.0,0.25,0.4166666666666667
12569,Find papers by José M. Perez-Lorenzo on sound source localization with microphones.,2,2,0,1.0,1.0,1.0,1.0,1.0,1.0
730,Show me publications by Weiduo Zhao on reducing torque in military vehicles.,1,1,0,1.0,1.0,0.0,1.0,0.3333333333333333,1.0
10361,Searching for papers on the Tomlinson model addressing the causes of directional friction variation.,2,2,0,1.0,1.0,1.0,1.0,1.0,1.0
5307,Are there any publications from Bukovinian State Medical University authors on the topic of spatial-frequency analysis in blood plasma imagery?,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0
7930,Show me publications by Ari Sihvola related to plasmonic resonances in various geometries.,7,7,0,1.0,1.0,1.0,1.0,1.0,1.0
12223,"What are the papers cited by ""Calibration of a flat field soft x-ray grating spectrometer for laser produced plasmas"" that also discuss future spectroscopy experiments with high-Z ions?",1,1,0,1.0,1.0,0.0,0.0,0.16666666666666666,1.0
7460,"Could you please locate papers from 2010 on quantum phase transition, within the same field as ""Cs Faraday optical filter with a single transmission peak resonant with the atomic transition at 455 nm"", and present a common co-author with it?",1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
11829,Which publications by Sigma-Aldrich researchers discuss microgravity experiments performed during parabolic flights?,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
6522,Does the University of Maryland Biotechnology Institute publish any research on the interaction between biological nanofactories and bacteria?,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0
11514,"Show me publications from co-authors of the paper ""Magnetic Shielding Analysis of a Ferrite Plate With a Periodic Metal Strip"" that also discuss the use of magnetic shields in their research or applications.",4,4,0,1.0,1.0,0.0,0.0,0.07142857142857142,0.5
11958,"Show me papers discussing effective field theories near potential valleys, authored by collaborators on 'Gravitational Forces on a Codimension-2 Brane'.",1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
854,Could you show me some papers on Fixed Beam that delve into the development of carbon therapy facilities?,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0
2305,Does the National Institute of Technology in Durgapur have any publications on the properties and characterization of nanocrystalline materials?,6,0,6,0.0,0.0,0.0,0.0,0.0,0.0
10661,"What are the publications mentioned in ""Enhanced Coercivity in $L1_{1}$ CoPt Thin Film on Glass Substrate by Fine-Tuning Pt Underlayer"" that also discuss the L10 ordering of FePt films?",3,3,0,1.0,1.0,1.0,1.0,1.0,1.0
11815,Does any research from Xi'an Polytechnic University discuss quantum state sharing schemes amidst noise within the realm of Topology?,2,1,1,0.5,0.5,1.0,1.0,1.0,0.5
3267,Which articles by authors who also contributed to 'The concept of quasi-integrability' delve into collective approximations in additional co-written research?,1,1,0,1.0,1.0,0.0,0.0,0.14285714285714285,1.0
